hospital,date,ed_trolleys,ward_trolleys,total_trolleys,surge_open,delayed_transfers,over_24hrs_on_trolleys,over_75yrs_over_24hrs
Mercy University Hospital,2024-12-02,14,6,20,7,20,5,2
South Infirmary Victoria University Hospital,2024-12-02,4,14,0,14,4,0,0
UH Kerry,2024-12-02,14,0,14,9,14,1,0
Ennis Hospital,2024-12-02,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-02,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-02,15,36,51,45,51,0,0
UH Limerick,2024-12-02,15,36,51,45,51,1,0
Galway University Hospital,2024-12-02,14,11,25,22,25,0,0
Letterkenny University Hospital,2024-12-02,12,7,19,10,19,3,0
Mayo University Hospital,2024-12-02,9,15,24,18,24,13,1
Portiuncula University Hospital,2024-12-02,1,0,1,0,0,0,0
Roscommon University Hospital,2024-12-02,8,9,17,13,17,0,0
Sligo University Hospital,2024-12-02,8,9,17,13,17,4,0
Beaumont Hospital,2024-12-03,24,0,24,15,24,0,6
Cavan General Hospital,2024-12-03,6,0,6,13,1,1,0
Connolly Hospital,2024-12-03,0,0,0,0,0,0,0
Louth County Hospital,2024-12-03,40,0,40,26,40,0,0
Mater Misericordiae University Hospital,2024-12-03,40,0,40,26,40,3,0
National Orthopaedic Hospital Cappagh,2024-12-03,10,0,10,30,0,0,0
Our Lady of Lourdes Hospital,2024-12-03,10,0,10,30,0,0,0
Our Lady's Hospital Navan,2024-12-03,0,0,0,10,0,0,0
CHI at Crumlin,2024-12-03,8,0,8,0,8,0,0
CHI at Tallaght,2024-12-03,0,0,0,0,2,0,0
CHI at Temple Street,2024-12-03,1,8,9,11,9,0,4
MRH Mullingar,2024-12-03,4,1,5,23,0,0,0
MRH Portlaoise,2024-12-03,0,0,0,7,10,0,0
MRH Tullamore,2024-12-03,0,0,0,10,6,0,0
Naas General Hospital,2024-12-03,8,2,10,7,10,0,26
St. James's Hospital,2024-12-03,26,0,26,28,26,0,0
St. Luke's Radiation Oncology Network,2024-12-03,26,0,26,26,26,0,0
Tallaght University Hospital,2024-12-03,26,0,26,26,26,0,0
National Rehabilitation Hospital,2024-12-03,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-03,4,8,0,32,4,0,0
St Luke's General Hospital Kilkenny,2024-12-03,8,0,32,12,12,0,0
St. Michael's Hospital,2024-12-03,30,5,35,39,35,0,0
St. Vincent's University Hospital,2024-12-03,30,5,35,39,35,8,5
Tipperary University Hospital,2024-12-03,13,7,20,11,20,0,0
UH Waterford,2024-12-03,0,0,0,14,13,0,5
Wexford General Hospital,2024-12-03,5,8,13,38,13,2,0
Bantry General Hospital,2024-12-03,5,33,8,41,5,0,0
Cork University Hospital,2024-12-03,33,8,41,25,41,7,4
Mallow General Hospital,2024-12-03,3,27,4,31,3,0,0
Mercy University Hospital,2024-12-03,27,4,31,8,31,9,3
South Infirmary Victoria University Hospital,2024-12-03,4,5,0,5,4,0,0
UH Kerry,2024-12-03,5,0,5,8,23,0,0
Ennis Hospital,2024-12-03,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-03,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-03,21,39,60,51,60,0,0
UH Limerick,2024-12-03,21,39,60,51,60,1,0
Galway University Hospital,2024-12-03,15,5,20,22,20,4,1
Letterkenny University Hospital,2024-12-03,10,9,19,8,19,1,0
Mayo University Hospital,2024-12-03,6,11,17,14,17,6,0
Portiuncula University Hospital,2024-12-03,4,0,0,0,0,0,0
Roscommon University Hospital,2024-12-03,12,11,23,8,23,0,0
Sligo University Hospital,2024-12-03,12,11,23,8,23,4,0
Beaumont Hospital,2024-12-04,12,0,10,0,0,10,0
Cavan General Hospital,2024-12-04,10,0,1,0,0,0,0
Connolly Hospital,2024-12-04,0,0,0,0,0,0,0
Louth County Hospital,2024-12-04,39,0,39,33,39,0,0
Mater Misericordiae University Hospital,2024-12-04,39,0,39,33,39,0,0
National Orthopaedic Hospital Cappagh,2024-12-04,18,0,18,24,18,0,0
Our Lady of Lourdes Hospital,2024-12-04,18,0,18,24,18,0,6
Our Lady's Hospital Navan,2024-12-04,6,0,6,8,6,0,0
CHI at Crumlin,2024-12-04,11,0,11,0,11,0,0
CHI at Tallaght,2024-12-04,5,0,5,2,5,0,0
CHI at Temple Street,2024-12-04,8,0,8,7,8,0,7
MRH Mullingar,2024-12-04,7,0,7,23,1,1,0
MRH Portlaoise,2024-12-04,0,0,0,6,10,0,0
MRH Tullamore,2024-12-04,0,0,0,13,6,0,0
Naas General Hospital,2024-12-04,8,4,12,13,12,0,0
St. James's Hospital,2024-12-04,24,0,24,28,24,0,0
St. Luke's Radiation Oncology Network,2024-12-04,23,2,25,27,25,0,0
Tallaght University Hospital,2024-12-04,23,2,25,27,25,0,0
National Rehabilitation Hospital,2024-12-04,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-04,4,1,0,1,4,0,0
St Luke's General Hospital Kilkenny,2024-12-04,1,0,1,11,12,0,0
St. Michael's Hospital,2024-12-04,23,4,27,39,27,0,0
St. Vincent's University Hospital,2024-12-04,23,4,27,39,27,2,11
Tipperary University Hospital,2024-12-04,11,6,17,11,17,0,0
UH Waterford,2024-12-04,0,0,0,15,0,0,4
Wexford General Hospital,2024-12-04,4,6,36,10,10,0,0
Bantry General Hospital,2024-12-04,5,23,13,36,5,0,0
Cork University Hospital,2024-12-04,23,13,36,24,36,4,0
Mallow General Hospital,2024-12-04,3,18,4,22,3,0,0
Mercy University Hospital,2024-12-04,18,4,22,8,22,6,3
South Infirmary Victoria University Hospital,2024-12-04,4,1,0,1,4,0,0
UH Kerry,2024-12-04,1,0,1,7,24,0,0
Ennis Hospital,2024-12-04,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-04,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-04,8,31,39,70,8,0,0
UH Limerick,2024-12-04,31,39,70,43,70,0,0
Galway University Hospital,2024-12-04,14,10,24,19,24,3,0
Letterkenny University Hospital,2024-12-04,13,8,21,8,21,5,0
Mayo University Hospital,2024-12-04,4,13,17,9,17,7,0
Portiuncula University Hospital,2024-12-04,3,0,3,0,0,0,0
Roscommon University Hospital,2024-12-04,9,13,22,10,22,0,0
Sligo University Hospital,2024-12-04,9,13,22,10,22,3,0
Beaumont Hospital,2024-12-05,6,0,6,8,0,0,5
Cavan General Hospital,2024-12-05,5,0,5,5,0,0,0
Connolly Hospital,2024-12-05,0,0,0,0,0,0,0
Louth County Hospital,2024-12-05,18,0,18,28,18,0,0
Mater Misericordiae University Hospital,2024-12-05,18,0,18,28,18,0,0
National Orthopaedic Hospital Cappagh,2024-12-05,10,0,10,22,0,0,0
Our Lady of Lourdes Hospital,2024-12-05,10,0,10,22,0,0,3
Our Lady's Hospital Navan,2024-12-05,3,0,3,9,0,0,0
CHI at Crumlin,2024-12-05,4,0,1,3,3,0,1
CHI at Tallaght,2024-12-05,1,0,1,2,2,0,0
CHI at Temple Street,2024-12-05,6,0,11,0,0,3,2
MRH Mullingar,2024-12-05,3,2,5,21,1,0,0
MRH Portlaoise,2024-12-05,0,0,0,0,9,0,0
MRH Tullamore,2024-12-05,0,0,0,16,6,0,0
Naas General Hospital,2024-12-05,8,4,12,13,12,0,20
St. James's Hospital,2024-12-05,20,0,20,27,20,0,0
St. Luke's Radiation Oncology Network,2024-12-05,14,2,27,0,0,0,0
Tallaght University Hospital,2024-12-05,14,2,27,5,5,0,0
National Rehabilitation Hospital,2024-12-05,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-05,4,5,0,5,4,0,0
St Luke's General Hospital Kilkenny,2024-12-05,5,0,5,15,11,0,0
St. Michael's Hospital,2024-12-05,21,3,24,54,24,0,0
St. Vincent's University Hospital,2024-12-05,21,3,24,54,24,1,10
Tipperary University Hospital,2024-12-05,10,5,15,4,15,0,0
UH Waterford,2024-12-05,0,0,0,9,0,0,1
Wexford General Hospital,2024-12-05,1,5,6,25,10,1,0
Bantry General Hospital,2024-12-05,16,19,35,26,35,0,0
Cork University Hospital,2024-12-05,16,19,35,26,35,1,0
Mallow General Hospital,2024-12-05,3,20,4,24,3,0,0
Mercy University Hospital,2024-12-05,20,4,24,8,24,10,0
South Infirmary Victoria University Hospital,2024-12-05,4,3,0,3,4,0,0
UH Kerry,2024-12-05,3,0,3,7,23,0,0
Ennis Hospital,2024-12-05,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-05,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-05,8,23,41,64,8,0,0
UH Limerick,2024-12-05,23,41,64,53,64,0,0
Galway University Hospital,2024-12-05,13,5,18,20,18,1,0
Letterkenny University Hospital,2024-12-05,8,7,15,18,15,4,0
Mayo University Hospital,2024-12-05,5,9,14,7,14,0,0
Portiuncula University Hospital,2024-12-05,0,0,0,0,0,0,0
Roscommon University Hospital,2024-12-05,8,9,17,10,17,0,0
Sligo University Hospital,2024-12-05,8,9,17,10,17,4,0
Beaumont Hospital,2024-12-06,12,0,6,0,0,6,0
Cavan General Hospital,2024-12-06,6,0,6,5,0,0,1
Connolly Hospital,2024-12-06,1,0,1,0,0,0,0
Louth County Hospital,2024-12-06,23,0,23,23,23,0,0
Mater Misericordiae University Hospital,2024-12-06,23,0,23,23,23,0,0
National Orthopaedic Hospital Cappagh,2024-12-06,8,0,8,26,0,0,0
Our Lady of Lourdes Hospital,2024-12-06,8,0,8,26,0,0,1
Our Lady's Hospital Navan,2024-12-06,1,0,1,7,0,0,0
CHI at Crumlin,2024-12-06,1,0,1,0,3,0,0
CHI at Tallaght,2024-12-06,1,0,1,0,2,0,0
CHI at Temple Street,2024-12-06,5,0,7,0,0,4,4
MRH Mullingar,2024-12-06,4,4,22,0,0,0,0
MRH Portlaoise,2024-12-06,0,0,0,6,9,0,0
MRH Tullamore,2024-12-06,0,0,0,8,7,0,0
Naas General Hospital,2024-12-06,6,4,10,12,10,2,0
St. James's Hospital,2024-12-06,10,0,10,27,0,0,0
St. Luke's Radiation Oncology Network,2024-12-06,16,0,20,0,0,0,0
Tallaght University Hospital,2024-12-06,16,0,20,5,5,0,0
National Rehabilitation Hospital,2024-12-06,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-06,5,0,5,13,0,0,0
St Luke's General Hospital Kilkenny,2024-12-06,5,0,5,13,11,0,0
St. Michael's Hospital,2024-12-06,21,2,23,54,23,0,0
St. Vincent's University Hospital,2024-12-06,21,2,23,54,23,5,2
Tipperary University Hospital,2024-12-06,11,7,18,3,18,0,0
UH Waterford,2024-12-06,0,0,0,9,24,0,0
Wexford General Hospital,2024-12-06,8,7,15,27,15,3,0
Bantry General Hospital,2024-12-06,12,6,18,22,18,0,0
Cork University Hospital,2024-12-06,12,6,18,22,18,0,0
Mallow General Hospital,2024-12-06,3,7,2,9,3,0,0
Mercy University Hospital,2024-12-06,7,2,9,8,9,0,0
South Infirmary Victoria University Hospital,2024-12-06,4,6,0,6,4,0,0
UH Kerry,2024-12-06,6,0,6,9,25,0,0
Ennis Hospital,2024-12-06,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-06,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-06,8,30,46,76,8,0,0
UH Limerick,2024-12-06,30,46,76,48,76,0,0
Galway University Hospital,2024-12-06,8,2,10,18,39,1,0
Letterkenny University Hospital,2024-12-06,7,3,7,28,28,0,1
Mayo University Hospital,2024-12-06,1,13,14,14,14,0,4
Portiuncula University Hospital,2024-12-06,4,0,0,0,0,0,0
Roscommon University Hospital,2024-12-06,1,6,7,8,0,0,0
Sligo University Hospital,2024-12-06,1,6,7,8,28,4,0
Beaumont Hospital,2024-12-07,0,0,0,0,0,0,6
Cavan General Hospital,2024-12-07,6,0,6,12,0,0,0
Connolly Hospital,2024-12-07,0,0,0,0,0,0,0
Louth County Hospital,2024-12-07,11,0,14,0,0,0,0
Mater Misericordiae University Hospital,2024-12-07,11,0,14,0,0,0,0
National Orthopaedic Hospital Cappagh,2024-12-07,10,0,10,15,0,0,0
Our Lady of Lourdes Hospital,2024-12-07,10,0,10,15,0,0,0
Our Lady's Hospital Navan,2024-12-07,0,0,0,5,0,0,0
CHI at Crumlin,2024-12-07,1,0,1,0,3,0,0
CHI at Tallaght,2024-12-07,3,0,0,2,2,0,2
CHI at Temple Street,2024-12-07,2,0,2,0,0,0,2
MRH Mullingar,2024-12-07,2,0,2,20,1,0,6
MRH Portlaoise,2024-12-07,6,0,6,13,9,0,0
MRH Tullamore,2024-12-07,0,0,0,0,7,0,0
Naas General Hospital,2024-12-07,1,0,1,0,0,0,0
St. James's Hospital,2024-12-07,0,0,0,2,0,0,0
St. Luke's Radiation Oncology Network,2024-12-07,10,0,10,17,0,0,0
Tallaght University Hospital,2024-12-07,10,0,10,17,2,0,0
National Rehabilitation Hospital,2024-12-07,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-07,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2024-12-07,0,0,0,7,11,0,0
St. Michael's Hospital,2024-12-07,18,2,20,39,20,0,0
St. Vincent's University Hospital,2024-12-07,18,2,20,39,20,4,1
Tipperary University Hospital,2024-12-07,7,5,12,3,12,0,0
UH Waterford,2024-12-07,0,0,0,4,23,0,0
Wexford General Hospital,2024-12-07,1,0,1,18,9,0,0
Bantry General Hospital,2024-12-07,2,0,2,13,0,0,0
Cork University Hospital,2024-12-07,2,0,2,13,0,0,0
Mallow General Hospital,2024-12-07,2,3,0,3,2,0,0
Mercy University Hospital,2024-12-07,3,0,3,7,16,0,0
South Infirmary Victoria University Hospital,2024-12-07,4,7,0,7,4,0,0
UH Kerry,2024-12-07,7,0,7,7,32,0,0
Ennis Hospital,2024-12-07,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-07,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-07,8,18,37,55,8,0,0
UH Limerick,2024-12-07,18,37,55,45,55,0,0
Galway University Hospital,2024-12-07,8,0,8,21,33,0,0
Letterkenny University Hospital,2024-12-07,3,0,3,0,26,0,0
Mayo University Hospital,2024-12-07,0,7,7,4,0,0,4
Portiuncula University Hospital,2024-12-07,4,0,0,8,8,0,0
Roscommon University Hospital,2024-12-07,1,0,1,1,0,0,0
Sligo University Hospital,2024-12-07,1,0,1,1,24,0,0
Beaumont Hospital,2024-12-08,8,0,8,6,0,0,5
Cavan General Hospital,2024-12-08,5,0,5,13,0,0,0
Connolly Hospital,2024-12-08,0,0,0,0,0,0,0
Louth County Hospital,2024-12-08,28,0,28,21,28,0,0
Mater Misericordiae University Hospital,2024-12-08,28,0,28,21,28,0,0
National Orthopaedic Hospital Cappagh,2024-12-08,21,0,21,29,21,0,0
Our Lady of Lourdes Hospital,2024-12-08,21,0,21,29,21,2,5
Our Lady's Hospital Navan,2024-12-08,5,0,12,0,0,0,0
CHI at Crumlin,2024-12-08,5,0,5,0,5,0,0
CHI at Tallaght,2024-12-08,1,0,1,1,2,0,0
CHI at Temple Street,2024-12-08,0,0,0,0,0,0,3
MRH Mullingar,2024-12-08,3,2,5,25,0,0,5
MRH Portlaoise,2024-12-08,5,0,5,12,9,0,0
MRH Tullamore,2024-12-08,0,0,0,7,7,0,0
Naas General Hospital,2024-12-08,4,4,8,4,8,0,3
St. James's Hospital,2024-12-08,3,0,3,7,0,0,0
St. Luke's Radiation Oncology Network,2024-12-08,19,6,25,27,25,0,0
Tallaght University Hospital,2024-12-08,19,6,25,27,25,1,0
National Rehabilitation Hospital,2024-12-08,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-08,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2024-12-08,0,0,0,7,11,0,0
St. Michael's Hospital,2024-12-08,27,0,27,39,27,0,0
St. Vincent's University Hospital,2024-12-08,27,0,27,39,27,6,3
Tipperary University Hospital,2024-12-08,5,8,13,13,13,0,0
UH Waterford,2024-12-08,0,0,0,3,23,0,0
Wexford General Hospital,2024-12-08,7,1,23,9,9,1,0
Bantry General Hospital,2024-12-08,6,0,6,22,0,0,0
Cork University Hospital,2024-12-08,6,0,6,22,0,0,0
Mallow General Hospital,2024-12-08,2,1,0,1,2,0,0
Mercy University Hospital,2024-12-08,1,0,1,7,16,0,0
South Infirmary Victoria University Hospital,2024-12-08,4,5,0,5,4,0,0
UH Kerry,2024-12-08,5,0,5,6,32,0,0
Ennis Hospital,2024-12-08,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-08,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-08,8,14,36,50,8,0,0
UH Limerick,2024-12-08,14,36,50,35,50,3,0
Galway University Hospital,2024-12-08,11,0,30,33,33,0,2
Letterkenny University Hospital,2024-12-08,2,1,3,0,26,0,0
Mayo University Hospital,2024-12-08,-2,8,6,3,4,0,2
Portiuncula University Hospital,2024-12-08,2,0,2,0,8,0,0
Roscommon University Hospital,2024-12-08,5,3,1,0,0,0,0
Sligo University Hospital,2024-12-08,5,3,1,24,24,0,0
Beaumont Hospital,2024-12-09,23,0,23,14,23,0,6
Cavan General Hospital,2024-12-09,6,0,6,5,0,0,1
Connolly Hospital,2024-12-09,1,0,1,1,0,0,0
Louth County Hospital,2024-12-09,36,0,36,36,36,0,0
Mater Misericordiae University Hospital,2024-12-09,36,0,36,36,36,8,0
National Orthopaedic Hospital Cappagh,2024-12-09,30,0,30,42,30,0,0
Our Lady of Lourdes Hospital,2024-12-09,30,0,30,42,30,4,5
Our Lady's Hospital Navan,2024-12-09,5,0,12,0,0,0,0
CHI at Crumlin,2024-12-09,1,0,1,0,3,0,0
CHI at Tallaght,2024-12-09,5,0,5,1,5,0,0
CHI at Temple Street,2024-12-09,1,0,1,0,0,0,1
MRH Mullingar,2024-12-09,1,0,1,26,0,0,10
MRH Portlaoise,2024-12-09,10,0,13,9,9,0,0
MRH Tullamore,2024-12-09,0,0,0,18,7,0,0
Naas General Hospital,2024-12-09,18,4,22,13,22,1,15
St. James's Hospital,2024-12-09,15,0,11,2,2,0,0
St. Luke's Radiation Oncology Network,2024-12-09,29,11,40,27,40,0,0
Tallaght University Hospital,2024-12-09,29,11,40,27,40,4,0
National Rehabilitation Hospital,2024-12-09,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-09,5,0,5,25,0,0,0
St Luke's General Hospital Kilkenny,2024-12-09,5,0,5,25,11,0,0
St. Michael's Hospital,2024-12-09,27,1,28,39,28,0,0
St. Vincent's University Hospital,2024-12-09,27,1,28,39,28,12,4
Tipperary University Hospital,2024-12-09,13,8,21,18,21,0,0
UH Waterford,2024-12-09,0,0,0,6,23,0,0
Wexford General Hospital,2024-12-09,8,7,15,25,15,2,1
Bantry General Hospital,2024-12-09,15,8,23,27,23,0,0
Cork University Hospital,2024-12-09,15,8,23,27,23,0,0
Mallow General Hospital,2024-12-09,2,4,3,7,2,0,0
Mercy University Hospital,2024-12-09,4,3,7,7,7,0,0
South Infirmary Victoria University Hospital,2024-12-09,4,10,0,6,4,0,0
UH Kerry,2024-12-09,10,0,6,26,26,1,0
Ennis Hospital,2024-12-09,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-09,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-09,8,11,47,58,8,0,0
UH Limerick,2024-12-09,11,47,58,49,58,4,0
Galway University Hospital,2024-12-09,10,5,22,33,33,0,7
Letterkenny University Hospital,2024-12-09,7,3,10,26,26,0,2
Mayo University Hospital,2024-12-09,2,9,7,6,6,0,0
Portiuncula University Hospital,2024-12-09,0,0,0,0,8,0,0
Roscommon University Hospital,2024-12-09,11,11,22,9,22,0,0
Sligo University Hospital,2024-12-09,11,11,22,9,22,3,0
Beaumont Hospital,2024-12-10,17,0,17,20,17,0,9
Cavan General Hospital,2024-12-10,9,0,6,0,0,6,0
Connolly Hospital,2024-12-10,6,0,6,0,0,0,0
Louth County Hospital,2024-12-10,30,0,30,30,30,0,0
Mater Misericordiae University Hospital,2024-12-10,30,0,30,30,30,1,0
National Orthopaedic Hospital Cappagh,2024-12-10,18,0,18,49,18,0,0
Our Lady of Lourdes Hospital,2024-12-10,18,0,18,49,18,0,4
Our Lady's Hospital Navan,2024-12-10,4,0,11,0,0,0,0
CHI at Crumlin,2024-12-10,5,0,5,2,5,0,0
CHI at Tallaght,2024-12-10,5,0,5,2,5,0,0
CHI at Temple Street,2024-12-10,6,0,0,0,0,1,3
MRH Mullingar,2024-12-10,1,3,4,22,1,0,9
MRH Portlaoise,2024-12-10,9,0,18,9,9,0,0
MRH Tullamore,2024-12-10,0,0,0,13,6,0,0
Naas General Hospital,2024-12-10,17,4,21,13,21,0,13
St. James's Hospital,2024-12-10,13,0,10,21,21,0,0
St. Luke's Radiation Oncology Network,2024-12-10,32,17,49,28,49,0,0
Tallaght University Hospital,2024-12-10,32,17,49,28,49,0,0
National Rehabilitation Hospital,2024-12-10,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-10,7,6,13,24,13,0,0
St Luke's General Hospital Kilkenny,2024-12-10,7,6,13,24,13,0,0
St. Michael's Hospital,2024-12-10,24,3,27,54,27,0,0
St. Vincent's University Hospital,2024-12-10,24,3,27,54,27,1,12
Tipperary University Hospital,2024-12-10,12,8,20,14,20,6,0
UH Waterford,2024-12-10,0,0,0,9,0,0,3
Wexford General Hospital,2024-12-10,3,5,36,4,4,0,0
Bantry General Hospital,2024-12-10,12,2,21,0,0,0,0
Cork University Hospital,2024-12-10,12,2,21,23,23,0,0
Mallow General Hospital,2024-12-10,2,13,4,17,2,0,0
Mercy University Hospital,2024-12-10,13,4,17,8,17,0,0
South Infirmary Victoria University Hospital,2024-12-10,4,11,0,11,4,0,0
UH Kerry,2024-12-10,11,0,11,25,25,0,0
Ennis Hospital,2024-12-10,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-10,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-10,5,32,43,75,5,0,0
UH Limerick,2024-12-10,32,43,75,49,75,0,0
Galway University Hospital,2024-12-10,22,4,26,22,26,1,0
Letterkenny University Hospital,2024-12-10,5,6,8,25,25,0,5
Mayo University Hospital,2024-12-10,5,12,17,11,17,0,2
Portiuncula University Hospital,2024-12-10,2,0,2,0,8,0,0
Roscommon University Hospital,2024-12-10,6,12,18,10,18,0,0
Sligo University Hospital,2024-12-10,6,12,18,10,18,8,0
Beaumont Hospital,2024-12-11,38,0,38,13,38,0,13
Cavan General Hospital,2024-12-11,13,0,13,8,13,0,2
Connolly Hospital,2024-12-11,2,0,2,0,0,0,0
Louth County Hospital,2024-12-11,10,0,10,20,0,0,0
Mater Misericordiae University Hospital,2024-12-11,10,0,10,20,0,0,0
National Orthopaedic Hospital Cappagh,2024-12-11,12,0,36,0,0,0,0
Our Lady of Lourdes Hospital,2024-12-11,12,0,36,0,0,2,0
Our Lady's Hospital Navan,2024-12-11,2,0,2,11,0,0,0
CHI at Crumlin,2024-12-11,6,0,6,0,6,0,0
CHI at Tallaght,2024-12-11,3,0,0,2,2,0,6
CHI at Temple Street,2024-12-11,6,0,3,1,1,4,2
MRH Mullingar,2024-12-11,4,2,6,22,0,0,2
MRH Portlaoise,2024-12-11,2,0,2,12,0,0,0
MRH Tullamore,2024-12-11,0,0,0,19,6,0,0
Naas General Hospital,2024-12-11,22,4,26,13,26,4,3
St. James's Hospital,2024-12-11,14,0,10,22,22,0,0
St. Luke's Radiation Oncology Network,2024-12-11,16,0,31,0,0,0,0
Tallaght University Hospital,2024-12-11,16,0,31,1,1,0,0
National Rehabilitation Hospital,2024-12-11,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-11,6,4,27,0,0,0,0
St Luke's General Hospital Kilkenny,2024-12-11,6,4,27,9,9,0,0
St. Michael's Hospital,2024-12-11,25,0,25,39,25,0,0
St. Vincent's University Hospital,2024-12-11,25,0,25,39,25,0,10
Tipperary University Hospital,2024-12-11,10,7,17,11,17,6,0
UH Waterford,2024-12-11,0,0,0,8,0,0,7
Wexford General Hospital,2024-12-11,7,2,32,2,2,0,0
Bantry General Hospital,2024-12-11,11,2,24,0,0,0,0
Cork University Hospital,2024-12-11,11,2,24,28,28,0,0
Mallow General Hospital,2024-12-11,2,12,4,16,2,0,0
Mercy University Hospital,2024-12-11,12,4,16,7,16,1,0
South Infirmary Victoria University Hospital,2024-12-11,4,14,0,14,4,0,0
UH Kerry,2024-12-11,14,0,14,8,14,4,1
Ennis Hospital,2024-12-11,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-11,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-11,5,19,39,58,5,0,0
UH Limerick,2024-12-11,19,39,58,47,58,0,0
Galway University Hospital,2024-12-11,7,8,20,41,41,0,6
Letterkenny University Hospital,2024-12-11,6,6,12,7,12,4,0
Mayo University Hospital,2024-12-11,6,15,21,6,21,0,4
Portiuncula University Hospital,2024-12-11,4,0,0,9,9,0,0
Roscommon University Hospital,2024-12-11,9,12,21,9,21,0,0
Sligo University Hospital,2024-12-11,9,12,21,9,21,7,0
Beaumont Hospital,2024-12-12,0,0,0,23,13,0,13
Cavan General Hospital,2024-12-12,13,0,13,11,13,0,0
Connolly Hospital,2024-12-12,0,0,0,0,0,0,0
Louth County Hospital,2024-12-12,21,0,21,21,21,0,0
Mater Misericordiae University Hospital,2024-12-12,21,0,21,21,21,0,0
National Orthopaedic Hospital Cappagh,2024-12-12,16,0,30,0,0,0,0
Our Lady of Lourdes Hospital,2024-12-12,16,0,30,0,0,5,0
Our Lady's Hospital Navan,2024-12-12,5,0,12,0,0,0,0
CHI at Crumlin,2024-12-12,5,0,5,0,5,0,0
CHI at Tallaght,2024-12-12,5,0,5,2,5,0,0
CHI at Temple Street,2024-12-12,13,0,13,5,13,0,1
MRH Mullingar,2024-12-12,1,0,1,16,0,0,3
MRH Portlaoise,2024-12-12,3,0,3,10,0,0,0
MRH Tullamore,2024-12-12,0,0,0,23,6,0,0
Naas General Hospital,2024-12-12,13,4,17,10,17,3,0
St. James's Hospital,2024-12-12,24,0,24,8,24,1,0
St. Luke's Radiation Oncology Network,2024-12-12,16,0,31,0,0,0,0
Tallaght University Hospital,2024-12-12,16,0,31,2,2,0,0
National Rehabilitation Hospital,2024-12-12,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-12-12,4,0,4,28,0,0,0
St Luke's General Hospital Kilkenny,2024-12-12,4,0,4,28,10,0,0
St. Michael's Hospital,2024-12-12,18,4,22,39,22,0,0
St. Vincent's University Hospital,2024-12-12,18,4,22,39,22,1,5
Tipperary University Hospital,2024-12-12,5,5,10,4,10,5,0
UH Waterford,2024-12-12,0,0,0,2,0,0,6
Wexford General Hospital,2024-12-12,6,3,28,3,3,0,0
Bantry General Hospital,2024-12-12,19,3,22,22,22,0,0
Cork University Hospital,2024-12-12,19,3,22,22,22,1,1
Mallow General Hospital,2024-12-12,2,17,6,23,2,0,0
Mercy University Hospital,2024-12-12,17,6,23,8,23,7,3
South Infirmary Victoria University Hospital,2024-12-12,3,0,3,8,0,0,0
UH Kerry,2024-12-12,3,0,3,8,24,0,0
Ennis Hospital,2024-12-12,0,0,0,0,0,0,0
Nenagh Hospital,2024-12-12,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-12-12,5,12,35,47,5,0,0
UH Limerick,2024-12-12,12,35,47,45,47,0,0
Galway University Hospital,2024-12-12,15,5,20,22,20,0,0
Letterkenny University Hospital,2024-12-12,7,5,12,1,12,2,0
Mayo University Hospital,2024-12-12,7,14,21,4,21,11,0
Portiuncula University Hospital,2024-12-12,1,0,1,0,0,0,0
Roscommon University Hospital,2024-12-12,5,14,19,10,19,0,0
Sligo University Hospital,2024-12-12,5,14,19,10,19,7,0
Beaumont Hospital,,7,0,7,9,0,0,11
Cavan General Hospital,,11,0,15,0,0,0,0
